url,exterior,interior,mileage,fuel_type,listed_since,vin,stock_number,list_price,average_list_price,price_range_excellent,price_range_great,price_range_fair,price_range_high,price_description,seller_notes,epa_range
https://www.truecar.com/used-cars-for-sale/listing/WP0CA29872S620236/2002-porsche-boxster/?position=12&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Silver,Black,"Waltham, MA (6 miles away)",Gas,Listed 18 days ago,WP0CA29872S620236,null,"$9,998","$12,562","Below $11,933","$11,933 - $12,435","$12,435 - $12,938","Above $12,938","The list price of$9,998for this2002 Porsche Boxsterisanexcellentprice! The average list price for similar models is$12,562.Learn More",A well-maintained Boxter that comes fully equipped  with a non-accident history report . The exterior was well maintained and is extra clean.  The interior was well maintained and is extra clean.  The engine is functioning properly and has no issues.  The transmission shifts very smoothly.  The brakes are in great condition.  The battery is in excellent condition. A non-smoker previously owned the car.,
https://www.truecar.com/used-cars-for-sale/listing/KM8K53AG9MU119537/2021-hyundai-kona-electric/?position=13&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Galactic Gray,Gray,"Woburn, MA (4 miles away)",Electric,Listed 60 days ago,KM8K53AG9MU119537,A01472,"$15,510","$18,903","Below $17,957","$17,957 - $18,713","$18,713 - $19,469","Above $19,469","The list price of$15,510for this2021 Hyundai Kona Electricisanexcellentprice! The average list price for similar models is$18,903.Learn More","Galactic Gray exterior and Gray interior. Heated/Cooled Leather Seats, Navigation, Sunroof, CARGO PACKAGE, Alloy Wheels. KEY FEATURES INCLUDE Leather Seats, Navigation, Sunroof, Heated Driver Seat, Cooled Driver Seat. SERVICE COMPLETED Service Work completed on this Hyundai Kona Electric included: Total Value: $1,193. Complete Multi-Point Inspection, Oil & Filter Change by a Factory Trained Technician, Battery Voltage Test, Windshield Wiper Blades Replaced, Rear Glass Wiper Blade Replaced, Tires Inspected, Wheel/Tire Balance, Tires Rotated, Brake Inspection, Front Brake Rotors Replaced, Rear Brake Rotors Replaced, Emissions System Check, Professional Detailed Inside and Out, Function Test all Lights, Check the Complete Exhaust System, Cooling System Inspection, Transmission Fluid Inspection, Differential Fluid Inspection, Function Test all Options & Accessories. OPTION PACKAGES CARGO PACKAGE: Cargo Tray - Reversible, First Aid Kit, Cargo Blocks. WHY BUY FROM US EV DISCLAIMERNucar Chevrolet of Woburn are licensed and registered with the IRS, and are uniquely qualified to submit the necessary documents at the point of purchase. Thereby delivering you the credit(s) immediately. No need to put all the cost up front and then have to submit and deal with the IRS yourself-we are authorized to do that for you. All of our displayed prices on qualifying EV vehicles are presented with the IRS credit opportunity applied to the sales price. See IRS restrictions For individuals to qualify: Must meet income eligibility, depending on modified adjusted gross income (AGI) and tax filing status. Must not be the first owner of the qualifying vehicle. Has not been allowed a credit under this section for any sale during the 3-year period ending on the date of the sale of such vehicle. Purchased for personal use, not a business, corporation or for resale. To learn more, visit https://www.irs.gov/credits-deductions/used-clean-vehicle-credit Pricing analysis performed on 4/1/2025. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",258 mi
https://www.truecar.com/used-cars-for-sale/listing/YV140MEL7J2392342/2018-volvo-v60/?position=14&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Gray,Off-Black,"Canton, MA (16 miles away)",Gas,Listed 85 days ago,YV140MEL7J2392342,2406,"$14,995","$18,833","Below $17,890","$17,890 - $18,644","$18,644 - $19,397","Above $19,397","The list price of$14,995for this2018 Volvo V60isanexcellentprice! The average list price for similar models is$18,833.Learn More","One owner car with great service history. Dynamic trim with R-Design bodykit, High bolstered seats,18 wheels. Has Heated seats and steering wheel, Vision Package which adds: Blind Spot Information System (BLIS), Rear park assist sensors, Cross-Traffic Alert, Rear Park Assist Camera, Adaptive Digital TFT Display, Keyless Entry & Drive, HomeLink Integrated Garage Door Opener and Technology Package which includes: Adaptive Cruise Control with Queue Assist, Collision Warning with Full Auto Brake, Pedestrian & Cyclist Detection w/Full Auto Brake, Distance Alert, Driver Alert Control, Lane Keeping Aid, Road Sign Information, Active High Beam, Rain Sensing Windshield Wipers Visit Bespoke Auto LLC online at bespokeauto.com to see more pictures of this vehicle or call us at 781-828-1700 today to schedule your test drive.",
https://www.truecar.com/used-cars-for-sale/listing/1FTFW1ET6DFA81798/2013-ford-f-150/?position=15&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Unknown,Unknown,"Braintree, MA (16 miles away)",Gas,Listed 64 days ago,1FTFW1ET6DFA81798,069,"$15,705","$19,055","Below $18,102","$18,102 - $18,864","$18,864 - $19,626","Above $19,626","The list price of$15,705for this2013 Ford F‑150isanexcellentprice! The average list price for similar models is$19,055.Learn More","CLEAN CARFAX & TITLE... SUPER CLEAN CAR INSIDE OUT...HAS JUST BEEN SERVICED, FULLY DETAILED AND READY TO GO...WE ACCEPT TRADE INS...FINANCING AVAILABLE...THE VEHICLE PERFORMS AS PER DESIGN... At Beyond Motors satisfaction is our highest priority. We strive to make every transaction hassle-free, and are here to help our customers with any questions. Please do not hesitate to give us a call or email.",
https://www.truecar.com/used-cars-for-sale/listing/1C4PJMDX7MD174978/2021-jeep-cherokee/?position=16&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Billet Silver Metallic Clearcoat,Black,"Somerville, MA (4 miles away)",Gas,Listed 1 day ago,1C4PJMDX7MD174978,174978,"$16,995","$18,882","Below $17,937","$17,937 - $18,692","$18,692 - $19,448","Above $19,448","The list price of$16,995for this2021 Jeep Cherokeeisanexcellentprice! The average list price for similar models is$18,882.Learn More",,
https://www.truecar.com/used-cars-for-sale/listing/1C4PJMLX1LD631204/2020-jeep-cherokee/?position=17&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Light Brownstone Pearlcoat,Black,"Braintree, MA (16 miles away)",Gas,Listed 100 days ago,1C4PJMLX1LD631204,052,"$14,705","$18,379","Below $17,459","$17,459 - $18,194","$18,194 - $18,930","Above $18,930","The list price of$14,705for this2020 Jeep Cherokeeisanexcellentprice! The average list price for similar models is$18,379.Learn More","CLEAN CARFAX & TITLE... SUPER CLEAN CAR INSIDE OUT...HAS JUST BEEN SERVICED, FULLY DETAILED AND READY TO GO...WE ACCEPT TRADE INS...FINANCING AVAILABLE...THE VEHICLE PERFORMS AS PER DESIGN... At Beyond Motors satisfaction is our highest priority. We strive to make every transaction hassle-free, and are here to help our customers with any questions. Please do not hesitate to give us a call or email.",
https://www.truecar.com/used-cars-for-sale/listing/1GTV2LEH6HZ123731/2017-gmc-sierra-1500/?position=18&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Quicksilver Metallic,Dark Ash Seats With Jet Black Interior Accents,"Somerville, MA (4 miles away)",Gas,Listed 43 days ago,1GTV2LEH6HZ123731,123731,"$17,995","$20,085","Below $19,081","$19,081 - $19,884","$19,884 - $20,688","Above $20,688","The list price of$17,995for this2017 GMC Sierra 1500isanexcellentprice! The average list price for similar models is$20,085.Learn More",,
https://www.truecar.com/used-cars-for-sale/listing/5NPEB4AC8DH568277/2013-hyundai-sonata/?position=19&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Midnight Black,Gray,"Waltham, MA (6 miles away)",Gas,Listed 18 days ago,5NPEB4AC8DH568277,null,"$7,998","$9,329","Below $8,862","$8,862 - $9,236","$9,236 - $9,609","Above $9,609","The list price of$7,998for this2013 Hyundai Sonataisanexcellentprice! The average list price for similar models is$9,329.Learn More",,
https://www.truecar.com/used-cars-for-sale/listing/JH4KB16647C000840/2007-acura-rl/?position=20&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Black,Black,"Waltham, MA (6 miles away)",Gas,Listed 18 days ago,JH4KB16647C000840,null,"$5,998","$7,119","Below $6,762","$6,762 - $7,047","$7,047 - $7,332","Above $7,332","The list price of$5,998for this2007 Acura RLisanexcellentprice! The average list price for similar models is$7,119.Learn More",The RL has a Clean Title and tons of service records from Acura service.   The front windshield is in excellent condition.   The engine is functioning properly and has no issues.  The transmission shifts very smoothly.  The brakes are in great condition.  The battery is in excellent condition.  A non-smoker previously owned the car.,
https://www.truecar.com/used-cars-for-sale/listing/JTDKARFP2H3038113/2017-toyota-prius-prime/?position=21&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Magnetic Gray Metallic,Black,"Wellesley, MA (9 miles away)",Plug-In Hybrid,Listed 24 days ago,JTDKARFP2H3038113,P1472,"$16,690","$20,092","Below $19,087","$19,087 - $19,891","$19,891 - $20,695","Above $20,695","The list price of$16,690for this2017 Toyota Prius Primeisanexcellentprice! The average list price for similar models is$20,092.Learn More","***Plug-In-Hybrid, Heated Seats and Steering, Siri, Head Up Display(HUD), Navigation, JBL Audio*** For sale is a Clean Autocheck History, one owner 2017 Toyota Prius Prime Advanced hybrid with 11.6-inch HD multimedia touchscreen, 15-inch alloy wheels, 10-speaker JBL AM/FM/HD sound system, Bluetooth, USB/aux inputs, satellite radio capability, Siri Eyes Free, navigation, backup camera, and Simple Advanced Parking Guidance System to aid in parking in conjunction with with front and rear Intelligent Clearance Sonar. Other features include Heads Up Display(HUD), leatherette/Softex interior with heated front seats, power driver's seat, heated steering wheel, Toyota Safety Sense that has: Pre-Collision System with Pedestrian Detection, Lane Departure Alert with Steering Assist, Auto High Beams, Dynamic Radar Cruise Control, and Blind Spot Monitor with Rear Cross Traffic Alert, rainsensing wipers, auto on/off quad-LED headlights and accent lights, LED daytime running lights, LED foglights and tail lights, heated power outside mirrors, Qi wireless smartphone charging capability, Smart-Flow automatic climate control, auto-dimming rearview mirror with universal garage door opener, compass, power locks and windows, keyless ignition and Smart keyless entry, engine immobilizer, and split folding rear seats. This car has ever been smoked in! Before any Pre-owned vehicle is offered for sale at Wellesley Toyota, it goes through a complete 160 point inspection by our technicians. You'll also have several options to extend your factory warranty with varying levels of coverage, duration, mileage, and deductibles...it's all up to you! Our customer service is honest and open so you can drive with confidence!",
https://www.truecar.com/used-cars-for-sale/listing/1GCVKREC4JZ106634/2018-chevrolet-silverado-1500/?position=22&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Black,Jet Black,"Somerville, MA (4 miles away)",Gas,Listed 127 days ago,1GCVKREC4JZ106634,106634,"$21,995","$23,885","Below $22,690","$22,690 - $23,646","$23,646 - $24,601","Above $24,601","The list price of$21,995for this2018 Chevrolet Silverado 1500isanexcellentprice! The average list price for similar models is$23,885.Learn More",,
https://www.truecar.com/used-cars-for-sale/listing/4JGBB7HB3BA661483/2011-mercedes-benz-m-class/?position=23&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Diamond White Metallic,Unknown,"North Reading, MA (11 miles away)",Gas,Listed 36 days ago,4JGBB7HB3BA661483,661483,"$14,995","$19,571","Below $18,592","$18,592 - $19,375","$19,375 - $20,158","Above $20,158","The list price of$14,995for this2011 Mercedes‑Benz M‑Classisanexcellentprice! The average list price for similar models is$19,571.Learn More","We invite you to set up an appointment, take a look and see everything this vehicle has to offer - we're confident you won't be disappointed.    Our experienced sales staff committed to finding the vehicle that fits your needs - Good credit, First time buyer, Bad credit, No credit! All type of credits welcome - Call 978-644-9099 Now!    Hablamos espanol GLORIA:(617) 302-0198.",
https://www.truecar.com/used-cars-for-sale/listing/1GNSKCKC6GR190055/2016-chevrolet-tahoe/?position=24&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Black,Jet Black,"Arlington, MA (1 miles away)",Gas,Listed 12 days ago,1GNSKCKC6GR190055,190055,"$15,995","$18,426","Below $17,504","$17,504 - $18,241","$18,241 - $18,978","Above $18,978","The list price of$15,995for this2016 Chevrolet Tahoeisanexcellentprice! The average list price for similar models is$18,426.Learn More","Vehicle is well maintained, drives good.  Well loaded, has leather heated and ventilated seats, heated steering wheel, memory seats, sunroof, premium BOSS sound system, 3rd row seats, backup camera, remote start and many more features.  Comes with 3 months powertrain warranty and is guaranteed to pass MA inspection.  Financing available.",
https://www.truecar.com/used-cars-for-sale/listing/JTDL9MFU7M3030816/2021-toyota-prius/?position=25&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Gray,Black,"Arlington, MA (1 miles away)",Hybrid,Listed 7 days ago,JTDL9MFU7M3030816,030816,"$13,795","$16,383","Below $15,564","$15,564 - $16,219","$16,219 - $16,874","Above $16,874","The list price of$13,795for this2021 Toyota Priusisanexcellentprice! The average list price for similar models is$16,383.Learn More","Well maintained One owner clean carfax  Vehicle is in Excellent condition very clean interior and exterior, Vehicle is equipped with bluetooth , rear view camera, navigation, parallel parking assist, and many more  Guaranteed for MA inspection and comes with powertrain warranty  Financing available",
https://www.truecar.com/used-cars-for-sale/listing/3C6LRVAG2ME568511/2021-ram-promaster-cargo-van/?position=26&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Bright White Clearcoat,Black,"Walpole, MA (21 miles away)",Gas,Listed 18 days ago,3C6LRVAG2ME568511,A1068,"$17,975","$23,915","Below $22,719","$22,719 - $23,676","$23,676 - $24,632","Above $24,632","The list price of$17,975for this2021 Ram ProMaster Cargo Vanisanexcellentprice! The average list price for similar models is$23,915.Learn More","Checkout this 2021 RAM Promaster 1500 Cargo Van. with just 67K miles, zero accidents and excellent service history. This van is built to handle tough jobs. It is a great option for those who are looking for a reliable work van.   This Promaster combines practicality, durability, and convenience, making it a perfect choice for contractors, deliver drivers, or anyone needs a reliable cargo space. Don't miss out on this well-maintained van!   Financing & Delivery Available.  Call us at 617-538-2099 or visit us today! We offer financing and can deliver straight to your door.  Location:  4-8 Industrial Rd, Walpole, MA 02081 Website: www.imotobank.com",
https://www.truecar.com/used-cars-for-sale/listing/WAU8HAF86LN009191/2020-audi-a8/?position=27&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Vesuvius Gray Metallic,Black,"Norwood, MA (15 miles away)",Plug-In Hybrid,Listed 68 days ago,WAU8HAF86LN009191,A00925A,"$35,900","$45,727","Below $43,440","$43,440 - $45,269","$45,269 - $47,098","Above $47,098","The list price of$35,900for this2020 Audi A8isanexcellentprice! The average list price for similar models is$45,727.Learn More","Vesuvius Gray Metallic exterior and Black interior. Heated Leather Seats, Navigation, Moonroof, Premium Sound System, Rear Air, All Wheel Drive, EXECUTIVE PACKAGE, DRIVER ASSISTANCE PACKAGE, COLD WEATHER PACKAGE, WHEELS: 20 20-SPOKE-STRUCTURE-DESIGN... Turbo Charged. CLICK ME! KEY FEATURES INCLUDE Navigation, All Wheel Drive, Rear Air, Turbocharged, Premium Sound System Leather Seats, MP3 Player, Keyless Entry, Child Safety Locks, Steering Wheel Controls. OPTION PACKAGES EXECUTIVE PACKAGE Audi Phone Box, wireless charging and signal booster, Chrome Exterior Package, Head-Up Display, Acoustic & Break Resistant Dual-Pane Side Windows, Heated 4-Spoke Multifunction Steering Wheel, shift paddles, Audi Pre Sense Rear, Ventilated Comfort Front Seats, 22-way multi-contour front seats w/massage, Audi Side Assist, vehicle exit warning and Rear Cross Traffic Assist, Contour/Ambient LED Interior Lighting Package, Multicolor, Top View Camera System, virtual 360 view, DRIVER ASSISTANCE PACKAGE Audi Adaptive Cruise Assist, Traffic jam assist, turn assist and predictive efficiency assist, Traffic Sign Recognition, Audi Active Lane Assist, emergency assist, Intersection Assist, WHEELS: 20 20-SPOKE-STRUCTURE-DESIGN Bi-color, Tires: 265/40R20 All-Season, COLD WEATHER PACKAGE Heated Rear Outboard Seats, Heated Front Surfaces, door armrests and center armrest, Adaptive Windshield Wiping System. Audi A8 L with Vesuvius Gray Metallic exterior and Black interior features a V6 Cylinder Engine with 443 HP at 5000 RPM*. Clean CARFAX report! Well Maintained AFFORDABLE Excellent Condition Reduced from $43,500. This A8 L is priced $12,100 below J.D. Power Retail. BUY FROM AN AWARD WINNING DEALER Come on down and visit Nucar Honda of Norwood in Massachusetts, we offer great deals on high quality new and used vehicles. Pricing analysis performed on 3/27/2025. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",
https://www.truecar.com/used-cars-for-sale/listing/KM8K33AG0MU120808/2021-hyundai-kona-electric/?position=28&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Chalk White,Black,"Norwood, MA (16 miles away)",Electric,Listed 41 days ago,KM8K33AG0MU120808,A01739,"$16,300","$20,276","Below $19,262","$19,262 - $20,073","$20,073 - $20,884","Above $20,884","The list price of$16,300for this2021 Hyundai Kona Electricisanexcellentprice! The average list price for similar models is$20,276.Learn More","Chalk White exterior and Black interior. Heated Leather Seats, Moonroof, OPTION GROUP 01, Aluminum Wheels, Back-Up Camera, Satellite Radio. CLICK NOW! KEY FEATURES INCLUDE Leather Seats, Sunroof, Heated Driver Seat, Back-Up Camera, Satellite Radio Rear Spoiler, MP3 Player, Keyless Entry, Privacy Glass, Steering Wheel Controls. OPTION PACKAGES OPTION GROUP 01. Hyundai Limited with Chalk White exterior and Black interior features a Electric Motor with 201 HP at 3600 RPM*. Serviced here AFFORDABLE Reduced from $18,900. This Kona Electric is priced $5,900 below Kelley Blue Book. SHOP WITH CONFIDENCE CARFAX 1-Owner Clean WHY BUY FROM US THE NUCAR EXCLUSIVE - See us @ www.nucarnewtoyou.com for complete details. Our vehicles are hand selected from Nucar Toyota and Nucar Honda.Nothing but high quality new car trades. Our quality and selection cannot be beat. COME ON DOWN! EV DISCLAIMER At Nucar, are licensed and registered with the IRS, and are uniquely qualified to submit the necessary documents at the point of purchase...thereby delivering you the credit immediately. No need to put all the cost up front and then have to submit and deal with the IRS yourself-we are authorized to do that for you.All of our displayed prices on qualifying EV vehicles are presented with the IRS credit opportunity applied. See IRS restrictionsFor individuals to qualify: Must meet income eligibility, depending on modified adjusted gross income (AGI) and tax filing status.Must not be the first owner of the qualifying vehicle.Has not been allowed a credit under this section for any sale during the 3-year period ending on the date of the sale of such vehicle.Purchased for personal use, not a business, corporation or for resale.To learn more, visit https://www.irs.gov/credits-deductions/used-clean-vehicle-credit Pricing analysis performed on 3/26/2025. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",258 mi
https://www.truecar.com/used-cars-for-sale/listing/4S4WX9GD8D4400059/2013-subaru-tribeca/?position=29&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Deep Indigo Pearl,Desert Beige,"Saugus, MA (9 miles away)",Gas,Listed 7 days ago,4S4WX9GD8D4400059,24382,"$14,995","$17,528","Below $16,651","$16,651 - $17,352","$17,352 - $18,054","Above $18,054","The list price of$14,995for this2013 Subaru Tribecaisanexcellentprice! The average list price for similar models is$17,528.Learn More",,
https://www.truecar.com/used-cars-for-sale/listing/KM8K53AG9NU150675/2022-hyundai-kona-electric/?position=30&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Lunar White,Black,"Norwood, MA (17 miles away)",Electric,Listed 91 days ago,KM8K53AG9NU150675,A00953,"$18,000","$22,775","Below $21,636","$21,636 - $22,547","$22,547 - $23,458","Above $23,458","The list price of$18,000for this2022 Hyundai Kona Electricisanexcellentprice! The average list price for similar models is$22,775.Learn More","Lunar White exterior and Black interior. Heated/Cooled Leather Seats, Nav System, Moonroof, OPTION GROUP 01, Aluminum Wheels. KEY FEATURES INCLUDE Leather Seats, Navigation, Sunroof, Heated Driver Seat, Cooled Driver Seat Hyundai Limited with Lunar White exterior and Black interior features a Electric Motor with 201 HP at 3600 RPM*. OPTION PACKAGES OPTION GROUP 01 standard equipment. AFFORDABLE TO OWN Was $19,900. This Kona Electric is priced $5,200 below J.D. Power Retail. BUY WITH CONFIDENCE CARFAX 1-Owner Clean WHO WE ARE Our team would like to welcome you to our dealership in Norwood, where were confident youll find the vehicles youre looking for at a price that best suits you. We serve drivers throughout Dedham, Newton, and Sharon, Massachusetts, tooand we want to introduce you to your next favorite set of wheels. EV DISCLAIMER We, at Nucar Volkswagen, are licensed and registered with the IRS, and are uniquely qualified to submit the necessary documents at the point of purchase...thereby delivering you the credit immediately. No need to put all the cost up front and then have to submit and deal with the IRS yourself-we are authorized to do that for you. All of our displayed prices on qualifying EV vehicles are presented with the IRS credit opportunity applied. See IRS restrictions for individuals to qualify: Must meet income eligibility, depending on modified adjusted gross income (AGI) and tax filing status. Must not be the first owner of the qualifying vehicle. Has not been allowed a credit under this section for any sale during the 3-year period ending on the date of the sale of such vehicle. Purchased for personal use, not a business, corporation or for resale. To learn more, visit https://www.irs.gov/credits-deductions/used-clean-vehicle-credit Pricing analysis performed on 3/20/2025. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",258 mi
https://www.truecar.com/used-cars-for-sale/listing/JTJBM7FX5D5060985/2013-lexus-gx/?position=31&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Starfire Pearl,Sepia,"Norwood, MA (15 miles away)",Gas,Listed 42 days ago,JTJBM7FX5D5060985,A01146A,"$19,888","$21,536","Below $19,316","$19,316 - $21,535","$21,535 - $23,754","Above $23,754","The list price of$19,888for this2013 Lexus GXisagreatprice! The average list price for similar models is$21,536.Learn More","Excellent Condition. WAS $22,588. GX 460 trim. Heated Leather Seats, 3rd Row Seat, NAV, Sunroof, 4x4, Alloy Wheels, REMOTE ENGINE START, GLASS BREAKAGE SENSOR, NAVIGATION SYSTEM, TRI-ZONE AUTOMATIC CLIMATE CONTROL CLICK NOW! KEY FEATURES INCLUDE Leather Seats, Third Row Seat, Sunroof, 4x4, Heated Driver Seat. Rear Spoiler, MP3 Player, Privacy Glass, Keyless Entry, Steering Wheel Controls. OPTION PACKAGES NAVIGATION SYSTEM HDD navigation system, Lexus Enform w/destination assist, eDestination, Lexus Insider, voice command, XM NavTraffic, XM NavWeather, XM Sports & Stocks, TRI-ZONE AUTOMATIC CLIMATE CONTROL interior air filter, smog-sensor, auto recirculation mode, REMOTE ENGINE START, GLASS BREAKAGE SENSOR. Lexus GX 460 with Starfire Pearl exterior and Sepia interior features a 8 Cylinder Engine with 301 HP at 5500 RPM*. Non-Smoker vehicle, Local owner. EXPERTS RAVE Edmunds.com explains The 2013 Lexus GX 460 is not only very capable off-road, but also manages to coddle its occupants on pavement.. A GREAT VALUE Excellent Condition Reduced from $22,588. WHO WE ARE Come on down to Nucar Toyota of Norwood! Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",
https://www.truecar.com/used-cars-for-sale/listing/WDBUF87XX8B287864/2008-mercedes-benz-e-class/?position=32&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-boston-ma%2F%3Fpage%3D2&sourceType=marketplace,Black,Black Leather,"Abington, MA (24 miles away)",Gas,Listed 1 day ago,WDBUF87XX8B287864,null,"$6,000","$7,867","Below $7,473","$7,473 - $7,787","$7,787 - $8,102","Above $8,102","The list price of$6,000for this2008 Mercedes‑Benz E‑Classisanexcellentprice! The average list price for similar models is$7,867.Learn More","WE FINANCE GOOD/BAD/NO CREDIT CLEAN TITLE IN HAND NEEDS NOTHING READY TO GO Introducing the 2008 Mercedes-Benz E-Class E 350 4MATIC, a luxurious and powerful vehicle that will elevate your driving experience. This stunning sedan boasts a sleek and elegant design, with extra attention to detail in every aspect. Equipped with a 3.5L V6 engine, this E 350 4MATIC delivers an impressive 268 horsepower and 258 lb-ft of torque, providing a smooth and responsive ride. The 4MATIC all-wheel drive system ensures maximum traction and stability, making it perfect for any road condition. Step inside and be greeted by a spacious and well-crafted interior, featuring premium leather seats and wood trim accents. The front seats are equipped with heating and cooling options, ensuring ultimate comfort during any season. The advanced infotainment system includes a 7-inch display screen, navigation, and a premium sound system for an enhanced driving experience. Safety is a top priority in the E-Class E 350 4MATIC, with features such as adaptive cruise control, blind-spot monitoring, lane departure warning, and a rearview camera. These advanced technologies provide peace of mind and enhance the overall driving experience. This 2008 Mercedes-Benz E-Class E 350 4MATIC is a timeless beauty that will turn heads wherever you go. Don't miss the opportunity to own a piece of luxury with this meticulously maintained and low mileage vehicle. Contact us today to schedule a test drive and experience the ultimate driving experience for yourself.",
