url,exterior,interior,mileage,fuel_type,listed_since,vin,stock_number,list_price,average_list_price,price_range_excellent,price_range_great,price_range_fair,price_range_high,price_description,seller_notes,epa_range
https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EP9KFA13099/2019-ford-f-150/?position=5&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Agate Black,Black,"Austin, TX (1694 miles away)",Gas,Listed 93 days ago,1FTEW1EP9KFA13099,JP930,"$26,991","$30,314","Below $28,798","$28,798 - $30,010","$30,010 - $31,223","Above $31,223","The list price of$26,991for this2019 Ford F‑150isanexcellentprice! The average list price for similar models is$30,314.Learn More","Black 2019 Ford F-150 XLT 4WD 10-Speed Automatic 2.7L V6 EcoBoost   Need Financing? We have competitive financing terms available, with over 20 lending institutions available. We can provide financing solutions for every credit need, including low rates, extended terms and leasing options. Ask about our Video-Walk Around, Test Drive at Home & Home Delivery and Beasley Prime Express Purchase. We can provide it all. Service and Parts hours are 7:00 am to 6:00 pm Mon-Fri and 7:00 to 4:00 pm Sat. Sales hours are 8:30 am to 8:00 pm Mon-Sat. Our experienced sales staff is eager to share its knowledge and enthusiasm with you. They'll work with you to find the right vehicle at a price you can afford. Call or e-mail now to schedule a test drive or for more information at Roger Beasley Mazda South, 4506 S I-35 Frontage Rd, Austin, TX 78745. 512-462-3131 mazdasouth.com or rogerbeasleyused.com ROGER BEASLEY MAZDA ""AUSTIN TRUE SINCE 1972"" 50 YEARS OF PROUDLY SERVING THE AUSTIN AREA.  4WD, 110V/400W Outlet, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Auto High-beam Headlights, Brake assist, Class IV Trailer Hitch Receiver, Compass, Delay-off headlights, Driver door bin, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Front anti-roll bar, Front wheel independent suspension, Fully automatic headlights, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Passenger door bin, Passenger vanity mirror, Power steering, Radio: AM/FM Stereo w/6 Speakers, Rear step bumper, Reverse Sensing System, Speed-sensing steering, Split folding rear seat, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Variably intermittent wipers, Voltmeter, 4WD.",
https://www.truecar.com/used-cars-for-sale/listing/1GAZGPFG6H1254889/2017-chevrolet-express-passenger/?position=6&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Summit White,Medium Pewter,"Round Rock, TX (1678 miles away)",Gas,Listed 18 days ago,1GAZGPFG6H1254889,null,"$14,999","$19,919","Below $18,922","$18,922 - $19,719","$19,719 - $20,516","Above $20,516","The list price of$14,999for this2017 Chevrolet Express Passengerisanexcellentprice! The average list price for similar models is$19,919.Learn More",2017 CHEVY EXPRESS 3500 3 DOOR EXTENDED CAB AUTOMATIC TRANSMISSION POWER AC CD DRIVES GOOD FOR MORE INFO CALL RAY 5129985200,
https://www.truecar.com/used-cars-for-sale/listing/WA1LAAF73KD003730/2019-audi-q7/?position=7&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Carrara White,Pistachio Beige,"Austin, TX (1684 miles away)",Gas,Listed 77 days ago,WA1LAAF73KD003730,451294x45,"$21,990","$25,993","Below $24,693","$24,693 - $25,733","$25,733 - $26,772","Above $26,772","The list price of$21,990for this2019 Audi Q7isanexcellentprice! The average list price for similar models is$25,993.Learn More","All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charges, and any emission testing charges. While we try to make sure that all prices posted here are accurate at all times, we cannot be responsible for typographical and other errors that may appear on the site. We make every effort to provide you with the most accurate, up-to-the-minute information; however, it is your responsibility to verify with the Dealer that all details listed are accurate. The dealership is not responsible for typographical, pricing, product information, advertising, or shipping errors. Advertised prices and available quantities are subject to change without notice. All rates and offers are dependent on bank approval, which varies based on the applicant's credit as well as the vehicle. *Austin Texas Cars and Trucks - HOME OF THE LIFETIME WARRANTY on qualified vehicles. Ask the dealer for details.",
https://www.truecar.com/used-cars-for-sale/listing/1V2TR2CA5MC524444/2021-volkswagen-atlas/?position=8&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Pure White,Titan Black W/Quartzite,"Austin, TX (1695 miles away)",Gas,Listed 9 days ago,1V2TR2CA5MC524444,MC524444,"$27,191","$31,519","Below $29,943","$29,943 - $31,203","$31,203 - $32,464","Above $32,464","The list price of$27,191for this2021 Volkswagen Atlasisanexcellentprice! The average list price for similar models is$31,519.Learn More","12 Speakers, 3.60 Axle Ratio, 3rd row seats: split-bench, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Alloy wheels, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: VW Car-Net services (capabilities require enrollment or subscr",
https://www.truecar.com/used-cars-for-sale/listing/1HGCR2F59HA046743/2017-honda-accord/?position=9&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,White Orchid Pearl,Black,"Austin, TX (1692 miles away)",Gas,Listed 12 days ago,1HGCR2F59HA046743,HA046743A,"$9,705","$11,032","Below $10,480","$10,480 - $10,921","$10,921 - $11,363","Above $11,363","The list price of$9,705for this2017 Honda Accordisanexcellentprice! The average list price for similar models is$11,032.Learn More","Leather Seats, CD Player, Bluetooth®, Alloy Wheels, Back-Up Camera, iPod/MP3 Input. KEY FEATURES INCLUDE Leather Seats, Back-Up Camera, iPod/MP3 Input, Bluetooth®, CD Player EXPERTS ARE SAYING The Accord delivers an excellent ride and nicely balanced handling. Road manners rank as stellar. Unlike some electric power steering systems, Hondas inspires confidence, offering good centering and largely linear weighting. -newCarTestDrive.com. Please confirm the accuracy of the included equipment by calling us prior to purchase.",
https://www.truecar.com/used-cars-for-sale/listing/4JGDF6EE6FA466750/2015-mercedes-benz-gl/?position=10&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Black,Tan,"Austin, TX (1688 miles away)",Gas,Listed 5 days ago,4JGDF6EE6FA466750,null,"$12,990","$16,192","Below $15,382","$15,382 - $16,030","$16,030 - $16,678","Above $16,678","The list price of$12,990for this2015 Mercedes‑Benz GLisanexcellentprice! The average list price for similar models is$16,192.Learn More",,
https://www.truecar.com/used-cars-for-sale/listing/JM1BM1W77E1115087/2014-mazda-mazda3/?position=11&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Blue Reflex Mica,Black,"Austin, TX (1694 miles away)",Gas,Listed 71 days ago,JM1BM1W77E1115087,30754,"$7,991","$9,778","Below $9,289","$9,289 - $9,680","$9,680 - $10,071","Above $10,071","The list price of$7,991for this2014 Mazda Mazda3isanexcellentprice! The average list price for similar models is$9,778.Learn More","CARFAX One-Owner. Clean CARFAX. Blue Reflex Mica 2014 Mazda Mazda3 i Grand Touring FWD 6-Speed Manual SKYACTIV®-G 2.0L 4-Cylinder DOHC 16V   Need Financing? We have competitive financing terms available, with over 20 lending institutions available. We can provide financing solutions for every credit need, including low rates, extended terms and leasing options. Ask about our Video-Walk Around, Test Drive at Home & Home Delivery and Beasley Prime Express Purchase. We can provide it all. Service and Parts hours are 7:00 am to 6:00 pm Mon-Fri and 7:00 to 4:00 pm Sat. Sales hours are 8:30 am to 8:00 pm Mon-Sat. Our experienced sales staff is eager to share its knowledge and enthusiasm with you. They'll work with you to find the right vehicle at a price you can afford. Call or e-mail now to schedule a test drive or for more information at Roger Beasley Mazda South, 4506 S I-35 Frontage Rd, Austin, TX 78745. 512-462-3131 mazdasouth.com or rogerbeasleyused.com ROGER BEASLEY MAZDA ""AUSTIN TRUE SINCE 1972"" 50 YEARS OF PROUDLY SERVING THE AUSTIN AREA.  Choice Certified Certified, 16"" x 6.5J Alloy Wheels, 4-Wheel Disc Brakes, 9 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Automatic temperature control, Brake assist, Bumpers: body-color, CD player, Door Sill Trim Plates (PIO), Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Heated door mirrors, Heated front seats, Heated Reclining Front Bucket Seats, Illuminated entry, Leather Shift Knob, Leatherette Seat Trim, Low tire pressure warning, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power moonroof, Power steering, Power windows, Radio data system, Radio: AM/FM/CD/HD w/Single CD, Rear anti-roll bar, Rear seat center armrest, Rear window defroster, Remote keyless entry, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers.",
https://www.truecar.com/used-cars-for-sale/listing/1FT7W2B63HEE06847/2017-ford-super-duty-f-250/?position=12&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Oxford White,Medium Earth Gray,"Austin, TX (1692 miles away)",Gas,Listed 55 days ago,1FT7W2B63HEE06847,HEE06847A,"$22,471","$25,499","Below $24,223","$24,223 - $25,243","$25,243 - $26,263","Above $26,263","The list price of$22,471for this2017 Ford Super Duty F‑250isanexcellentprice! The average list price for similar models is$25,499.Learn More","Dual Zone A/C, Rear Air, 4x4, Hitch, ELECTRONIC-LOCKING W/3.73 AXLE RATIO, TIRES: LT265/70RX17E OWL A/T, ENGINE: 6.2L 2-VALVE SOHC EFI NA V8 F... POWER EQUIPMENT GROUP, REMOTE START SYSTEM, REVERSE SENSING SYSTEM, REAR VIEW CAMERA KEY FEATURES INCLUDE 4x4, Rear Air, Trailer Hitch, Dual Zone A/C. Ford XL with Oxford White exterior and Medium Earth Gray interior features a 8 Cylinder Engine with 385 HP at 5750 RPM*. OPTION PACKAGES POWER EQUIPMENT GROUP Deletes passenger-side lock cylinder, upgraded door trim panel, Accessory Delay, Power Locks, Perimeter Alarm, Remote Keyless Entry, Trailer Tow Mirrors w/Power Heated Glass, manual telescoping, heated convex spotter mirror and integrated clearance lamps/turn signals, Power Front & Rear Seat Windows, 1-touch up/down driver/passenger window, Power Tailgate Lock, BLIND SPOT INFORMATION SYSTEM (BLIS) cross-traffic alert and trailer tow (BLIS sensor in taillamp), TIRES: LT265/70RX17E OWL Automatic Transmission, ELECTRONIC-LOCKING W/3.73 AXLE RATIO, REAR VIEW CAMERA, SPARE TIRE, WHEEL, CARRIER & JACK, REVERSE SENSING SYSTEM, STEERING WHEEL-MOUNTED CRUISE CONTROL, REMOTE START SYSTEM, REAR INFLATABLE SEAT BELTS, FIXED REAR-WINDOW W/DEFROST, ENGINE: 6.2L 2-VALVE SOHC EFI NA V8 FLEX-FUEL (STD). EXPERTS RAVE Edmunds.coms review says Out back, both long- and short-bed models use aluminum that is 20 percent thicker than that of F-150 and backed by more substantial crossmembers to better withstand heavy use.. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",
https://www.truecar.com/used-cars-for-sale/listing/1FM5K8AT8HGD93834/2017-ford-police-interceptor-utility/?position=13&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Shadow Black,Charcoal Black,"Round Rock, TX (1678 miles away)",Gas,Listed 2 days ago,1FM5K8AT8HGD93834,null,"$6,999","$8,913","Below $8,467","$8,467 - $8,824","$8,824 - $9,180","Above $9,180","The list price of$6,999for this2017 Ford Police Interceptor Utilityisanexcellentprice! The average list price for similar models is$8,913.Learn More","2017 ford explorer police, BACKUP CAMERA,  automatic transmission all power ac cd drives good FOR MORE INFO CALL RAY 5129985200",
https://www.truecar.com/used-cars-for-sale/listing/1GCPYFED4MZ136882/2021-chevrolet-silverado-1500/?position=14&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Summit White,Gideon/Very Dark Atmosphere,"Austin, TX (1687 miles away)",Gas,Listed 77 days ago,1GCPYFED4MZ136882,425478111,"$38,775","$42,034","Below $39,932","$39,932 - $41,613","$41,613 - $43,295","Above $43,295","The list price of$38,775for this2021 Chevrolet Silverado 1500isanexcellentprice! The average list price for similar models is$42,034.Learn More","CARFAX One-Owner. Clean CARFAX. 2021 Chevrolet Silverado 1500 Summit White LT Trail Boss 4WD 10-Speed Automatic 10-Speed Automatic, 4WD, Gideon/Very Dark Atmosphere Leather. 16/21 City/Highway MPG EcoTec3 5.3L V8 End of the Month Special!!! Gotta Go Gotta Go~~~Price reduced on this vehicle and all of the over 900 vehicles we have in stock to sell by the end of March!! Call 512-706-6270 to check availability before you head this way...it won't last long at this price!! See it today at Leif Johnson Ford Superstore located at Airport and Koenig Lane. Ask about our delivery options...we make it easy!!! Call 512-706-6270. Get a Pre-Loved Pre-Owned vehicle from Leif Johnson Ford! Come experience the transparent sales process and haggle free shopping here at Leif Johnson Ford. We have One of the largest pre-owned vehicle selection in the Austin area and they are all PRICED TO SELL. At Leif Johnson Ford, our commitment to our customers produces One of the most valuable assets and that’s trust! We know you can’t buy trust. You have to earn it! People have come to know that they can trust Leif Johnson Ford for the right selection, the right price and the right service . Ask us about purchasing this vehicle without ever visiting the dealership! Call us today at 512-706-6270 or stop by and see us at 501 East Koenig lane . Ask us about 7 day money back promise!! 501 E Koenig Ln Austin TX 512-706-6270. CALL OR COME BY TODAY.",
https://www.truecar.com/used-cars-for-sale/listing/2T3W1RFV6RC262727/2024-toyota-rav4/?position=15&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Midnight Black Metallic,Black,"Austin, TX (1686 miles away)",Gas,Listed 28 days ago,2T3W1RFV6RC262727,RC262727,"$28,503","$30,873","Below $29,329","$29,329 - $30,564","$30,564 - $31,799","Above $31,799","The list price of$28,503for this2024 Toyota RAV4isanexcellentprice! The average list price for similar models is$30,873.Learn More","EPA 35 MPG Hwy/27 MPG City! XLE trim, Midnight Black Metallic exterior and BLACK interior. Onboard Communications System, iPod/MP3 Input, Aluminum Wheels, Back-Up Camera, Satellite Radio. KEY FEATURES INCLUDE Back-Up Camera, Satellite Radio, iPod/MP3 Input, Onboard Communications System, Aluminum Wheels MARKET-BASED PRICING You expect fair & competitive pricing. Thats why the price is based on current market data and is regularly compared to similar pre-owned vehicles in the region. QUALITY INSPECTIONS Every vehicle is thoroughly inspected and comes with a complimentary vehicle history report. QUICK & TRANSPARENT FINANCING Need Financing? Apply in minutes with all terms and conditions clearly disclosed upfront. VEHICLE SERVICE CONTRACTS Avoid bumps in the road! Adding a service contract can help prevent future unexpected expenses from arising. Available for most purchases. BUY WITH CONFIDENCE CARFAX 1-Owner WHO WE ARE Thank you for making your way to Toyota of North Austin, your certified Toyota dealer serving drivers throughout Austin and the surrounding areas. At our dealership, youll find a solid selection of new Toyota for sale, as well as a carefully inspected lineup of pre-owned vehicles. Fuel economy calculations based on original manufacturer data for trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",
https://www.truecar.com/used-cars-for-sale/listing/2C3CDZAG1LH182636/2020-dodge-challenger/?position=16&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Granite Pearlcoat,Black,"Austin, TX (1684 miles away)",Gas,Listed 133 days ago,2C3CDZAG1LH182636,449968x13,"$17,970","$20,655","Below $19,621","$19,621 - $20,448","$20,448 - $21,274","Above $21,274","The list price of$17,970for this2020 Dodge Challengerisanexcellentprice! The average list price for similar models is$20,655.Learn More","All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charges, and any emission testing charges. While we try to make sure that all prices posted here are accurate at all times, we cannot be responsible for typographical and other errors that may appear on the site. We make every effort to provide you with the most accurate, up-to-the-minute information; however, it is your responsibility to verify with the Dealer that all details listed are accurate. The dealership is not responsible for typographical, pricing, product information, advertising, or shipping errors. Advertised prices and available quantities are subject to change without notice. All rates and offers are dependent on bank approval, which varies based on the applicant's credit as well as the vehicle. *Austin Texas Cars and Trucks - HOME OF THE LIFETIME WARRANTY on qualified vehicles. Ask the dealer for details.",
https://www.truecar.com/used-cars-for-sale/listing/5N1AN0NU6BC506608/2011-nissan-xterra/?position=17&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Silver Lightning,Gray,"Austin, TX (1688 miles away)",Gas,Listed 22 days ago,5N1AN0NU6BC506608,506608,"$6,925","$8,191","Below $7,781","$7,781 - $8,108","$8,108 - $8,436","Above $8,436","The list price of$6,925for this2011 Nissan Xterraisanexcellentprice! The average list price for similar models is$8,191.Learn More","Runs and drives fantastic! Very clean inside and out. ICE cold AC. Great stereo system.Very smooth ride.  Please stop by today! 5419 North Lamar, Austin Tx 78751. 512-413-8135.  See our entire inventory at WWW.TEXASCENTRALMOTORS.COM Visit our website  http://www.texascentralmotors.com  for more information and photos on this or any of our other vehicles or call us today for a test drive at 512-413-8135 or 512-371-7199.",
https://www.truecar.com/used-cars-for-sale/listing/1V2DP2CA4JC601049/2018-volkswagen-atlas/?position=18&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Reflex Silver Metallic,Shetland Beige,"Austin, TX (1684 miles away)",Gas,Listed 34 days ago,1V2DP2CA4JC601049,601049x60,"$15,555","$18,428","Below $17,506","$17,506 - $18,243","$18,243 - $18,981","Above $18,981","The list price of$15,555for this2018 Volkswagen Atlasisanexcellentprice! The average list price for similar models is$18,428.Learn More","All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charges, and any emission testing charges. While we try to make sure that all prices posted here are accurate at all times, we cannot be responsible for typographical and other errors that may appear on the site. We make every effort to provide you with the most accurate, up-to-the-minute information; however, it is your responsibility to verify with the Dealer that all details listed are accurate. The dealership is not responsible for typographical, pricing, product information, advertising, or shipping errors. Advertised prices and available quantities are subject to change without notice. All rates and offers are dependent on bank approval, which varies based on the applicant's credit as well as the vehicle. *Austin Texas Cars and Trucks - HOME OF THE LIFETIME WARRANTY on qualified vehicles. Ask the dealer for details.",
https://www.truecar.com/used-cars-for-sale/listing/1C4RJYB62N8755972/2022-jeep-grand-cherokee/?position=19&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Velvet Red Pearlcoat,Global Black,"Austin, TX (1695 miles away)",Plug-In Hybrid,Listed 7 days ago,1C4RJYB62N8755972,PN8755972,"$30,269","$34,574","Below $32,845","$32,845 - $34,228","$34,228 - $35,611","Above $35,611","The list price of$30,269for this2022 Jeep Grand Cherokeeisanexcellentprice! The average list price for similar models is$34,574.Learn More","2.0L I4 DOHC, 4WD, 10 Speakers, 10.1 Touchscreen Display, 3.70 Rear Axle Ratio, 4-Wheel Disc Brakes, 4G LTE Wi-Fi Hot Spot, ABS brakes, Air Conditioning, All Radio Equipped Vehicles, Alloy wheels, AM/FM radio: SiriusXM with 360L, Anti-whiplash front head restraints, Apple CarPlay, Audio memory, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Capri Leather Seats, Compass, Connected Travel Traffic Services, Connectivity - US/Canada, Delay-off headlights",
https://www.truecar.com/used-cars-for-sale/listing/KMHCM3AC3BU194932/2011-hyundai-accent/?position=20&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Dark Sapphire Blue,Black,"Austin, TX (1694 miles away)",Gas,Listed 104 days ago,KMHCM3AC3BU194932,JP914,"$4,591","$5,738","Below $5,451","$5,451 - $5,680","$5,680 - $5,910","Above $5,910","The list price of$4,591for this2011 Hyundai Accentisanexcellentprice! The average list price for similar models is$5,738.Learn More","Dark Sapphire Blue Pearl 2011 Hyundai Accent GS FWD 5-Speed Manual 1.6L I4 MPI DOHC CVVT 16V   Need Financing? We have competitive financing terms available, with over 20 lending institutions available. We can provide financing solutions for every credit need, including low rates, extended terms and leasing options. Ask about our Video-Walk Around, Test Drive at Home & Home Delivery and Beasley Prime Express Purchase. We can provide it all. Service and Parts hours are 7:00 am to 6:00 pm Mon-Fri and 7:00 to 4:00 pm Sat. Sales hours are 8:30 am to 8:00 pm Mon-Sat. Our experienced sales staff is eager to share its knowledge and enthusiasm with you. They'll work with you to find the right vehicle at a price you can afford. Call or e-mail now to schedule a test drive or for more information at Roger Beasley Mazda South, 4506 S I-35 Frontage Rd, Austin, TX 78745. 512-462-3131 mazdasouth.com or rogerbeasleyused.com ROGER BEASLEY MAZDA ""AUSTIN TRUE SINCE 1972"" 50 YEARS OF PROUDLY SERVING THE AUSTIN AREA.  Choice Certified Certified, Black Cloth, 14"" x 5J Steel w/Full Wheel Covers Wheels, 6 Speakers, 6-Way Adjustable Driver Seat, 60/40 Split Fold-Down Rear Seatback, ABS w/Electronic Brake Force Distribution (EBD), Adjustable Head Restraints, Advanced Dual Front Airbags, Air Conditioning, AM/FM radio: XM, AM/FM/XM/CD/MP3 Audio System w/6 Speakers, Body Color Bumpers, Body Color Front Grill, Body-Color Mirrors, Bodycolor Door Handles, Bumpers: body-color, Carpeted Floor Mats, CD player, Driver Armrest, Driver door bin, Dual front impact airbags, Dual front side impact airbags, Dual Illuminated Vanity Mirrors, Dual Power Outside Mirrors, Dual-Adjustable Side Mirrors, Front anti-roll bar, Front Bucket Seats, Front Map Pockets, Front reading lights, Front wheel independent suspension, Illuminated entry, Low tire pressure warning, Maplights w/Sunglass Holder, Occupant sensing airbag, Option Group 3, Overhead airbag, Overhead console, Passenger door bin, Power Door Locks, Power steering, Power Windows, Power-Assisted Rack-And-Pinion Steering, Premium Equipment Package, Rear Cargo Cover, Rear Spoiler, Rear Window Defroster, Rear window defroster, Rear window wiper, Rear Window Wiper/Washer, Remote Keyless Entry w/Alarm & Panic Alert, Semi-Cloth Seat Trim, Side Marker Lights, Speed-sensing steering, Split folding rear seat, Spoiler, Tachometer, Tilt Steering Wheel, Tilt steering wheel, Tire Pressure Monitoring System, Variable Intermittent Windshield Wipers, Variably intermittent wipers, XM Satellite Radio, Black Cloth.",
https://www.truecar.com/used-cars-for-sale/listing/1FTEW1EG2HFA56160/2017-ford-f-150/?position=21&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Magnetic Metallic,Mojave,"Austin, TX (1685 miles away)",Gas,Listed 27 days ago,1FTEW1EG2HFA56160,DS10039,"$34,900","$40,034","Below $38,032","$38,032 - $39,634","$39,634 - $41,235","Above $41,235","The list price of$34,900for this2017 Ford F‑150isanexcellentprice! The average list price for similar models is$40,034.Learn More","This vehicle is located at Covert Buick GMC of Austin on 11750 Research Blvd Suite D, Austin, TX 78759. Visit us soon to take a test drive of this great vehicle. Give us a call at 512-583-3497 for more information! .  F-150 Limited, 4D SuperCrew, 3.5L V6, 10-Speed Automatic, 4WD, Magnetic, Black. Magnetic 2017 Ford F-150 Limited 4WD 3.5L V6 Limited  Odometer is 52970 miles below market average!   Serving Central Texas and beyond since 1909. Come experience the Covert Commitment today! .",
https://www.truecar.com/used-cars-for-sale/listing/3VWG57BU6KM084346/2019-volkswagen-jetta/?position=22&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace&zipcode=78745,Pure White,Titan Black,"Austin, TX (0 miles away)",Gas,Listed 0 days ago,3VWG57BU6KM084346,26511683,,,,,,,,"CarMax values transparency and wants you to love your next car, not settle on it. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no impact to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can take advantage of express pickup at your local CarMax. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes tax, title, tags and $225 documentary fee (not required by law). Price assumes that final purchase will be made in the State of TX, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Inventory shown here is updated every 24 hours.",
https://www.truecar.com/used-cars-for-sale/listing/1FM5K8GC9PGA94746/2023-ford-explorer/?position=23&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Carbonized Gray Metallic,Ebony,"Austin, TX (1687 miles away)",Gas,Listed 0 days ago,1FM5K8GC9PGA94746,44571571,"$44,000","$49,023","Below $46,571","$46,571 - $48,532","$48,532 - $50,493","Above $50,493","The list price of$44,000for this2023 Ford Explorerisanexcellentprice! The average list price for similar models is$49,023.Learn More","CARFAX One-Owner. 2023 Ford Explorer Carbonized Gray Metallic ST 4WD 10-Speed Automatic 4WD. 18/24 City/Highway MPG 3.0L EcoBoost V6 Get a Pre-Loved Pre-Owned vehicle from Leif Johnson Ford! Come experience the transparent sales process and haggle free shopping here at Leif Johnson Ford. We have One of the largest pre-owned vehicle selection in the Austin area and they are all PRICED TO SELL. At Leif Johnson Ford, our commitment to our customers produces One of the most valuable assets and that’s trust! We know you can’t buy trust. You have to earn it! People have come to know that they can trust Leif Johnson Ford for the right selection, the right price and the right service . Ask us about purchasing this vehicle without ever visiting the dealership! Call us today at 512-706-6270 or stop by and see us at 501 East Koenig lane . Ask us about 7 day money back promise!! 501 E Koenig Ln Austin TX 512-706-6270. CALL OR COME BY TODAY.",
https://www.truecar.com/used-cars-for-sale/listing/1GNLC2EC7FR273564/2015-chevrolet-tahoe/?position=24&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-austin-tx%2F%3Fpage%3D2&sourceType=marketplace,Silver Ice Metallic,Jet Black,"Round Rock, TX (1678 miles away)",Gas,Listed 18 days ago,1GNLC2EC7FR273564,null,"$12,999","$16,468","Below $15,644","$15,644 - $16,303","$16,303 - $16,961","Above $16,961","The list price of$12,999for this2015 Chevrolet Tahoeisanexcellentprice! The average list price for similar models is$16,468.Learn More","2015 CHEVY TAHOE, AUTOMATIC TRANSMISSION ALL POWER AC CD DRIVES GOOD FOR MORE INFO CALL RAY 5129985200",
