url,exterior,interior,mileage,fuel_type,listed_since,vin,stock_number,list_price,average_list_price,price_range_excellent,price_range_great,price_range_fair,price_range_high,price_description,seller_notes,epa_range
https://www.truecar.com/used-cars-for-sale/listing/1NXBU4EE0AZ277195/2010-toyota-corolla/?position=8&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Unknown,Unknown,"Alameda, CA (2678 miles away)",Gas,Listed 4 days ago,1NXBU4EE0AZ277195,277195,"$7,995","$9,937","Below $9,439","$9,439 - $9,837","$9,837 - $10,234","Above $10,234","The list price of$7,995for this2010 Toyota Corollaisanexcellentprice! The average list price for similar models is$9,937.Learn More",,
https://www.truecar.com/used-cars-for-sale/listing/WA1DECF32P1037104/2023-audi-q3/?position=9&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Ibis White,Black,"San Francisco, CA (2687 miles away)",Gas,Listed 56 days ago,WA1DECF32P1037104,1037104A,"$23,988","$25,867","Below $24,573","$24,573 - $25,608","$25,608 - $26,643","Above $26,643","The list price of$23,988for this2023 Audi Q3isanexcellentprice! The average list price for similar models is$25,867.Learn More","2023 Audi Q3 KEY FEATURES INCLUDE Leather Seats, Sunroof, Panoramic Roof, All Wheel Drive, Power Liftgate Ibis White exterior and Black interior. Heated Leather Seats, Alloy Wheels, CONVENIENCE PACKAGE Audi S line Premium with Ibis White exterior and Black interior features a 4 Cylinder Engine with 228 HP at 6000 RPM*. OPTION PACKAGES CONVENIENCE PACKAGE Auto-Dimming Power-Folding Exterior Mirrors, memory, LED Interior Lighting Package, Alarm w/Motion Sensor, SiriusXM w/360L, 3-month platinum plan trial subscription, Driver Seat Memory, Frameless Auto-Dimming Interior Mirror w/Compass, Audi Advanced Key, hands-free power tailgate. EXCELLENT VALUE Was $27,595. This Q3 is priced $5,200 below Kelley Blue Book. BUY WITH CONFIDENCE CARFAX 1-Owner VISIT US TODAY Jaguar and Land Rover San Francisco are here to provide a substantial selection of Jaguar and Land Rover vehicles to car shoppers. From our San Francisco location, we are easily able to service customers in all of California, and beyond. Our inventory is well-stocked with all of the top models in the Jaguar and Land Rover lineup. All of our vehicles provide the refinement and performance consumers have come to expect from Jaguar and Land Rover. Market adjustment may apply to certain models. Pricing analysis performed on 4/3/2025. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",
https://www.truecar.com/used-cars-for-sale/listing/5YJSA1E26GF130270/2016-tesla-model-s/?position=10&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Black,Unknown,"Daly City, CA (2691 miles away)",Electric,Listed 61 days ago,5YJSA1E26GF130270,EZ7760,"$16,900","$19,643","Below $18,660","$18,660 - $19,446","$19,446 - $20,231","Above $20,231","The list price of$16,900for this2016 Tesla Model Sisanexcellentprice! The average list price for similar models is$19,643.Learn More","CLEAN TITLE. LISTED INTERNET PRICE IS AFTER THE IRS $4,000 INSTANT POINT OF SALE EV CREDIT APPLIED AT TIME OF SALE. NOT ALL BUYERS WILL QUALIFY. CONTACT US TO SEE IF YOU ARE ELIGIBLE. WE ARE THE BAY AREA’S LARGEST VOLUME PRE-OWNED TESLA DEALER. CHECK OUR REVIEWS! WE OFFER THE $4,000 IRS INSTANT POINT OF SALE EV REBATE TO ELIGIBLE BUYERS! THIS TESLA COMES METICULOUSLY INSPECTED. CLEAN CARFAX WITH FREE CARFAX BUYBACK GUARANTEE! THIS MODEL S HAS A GREAT BATTERY HEALTH SCORE WITH REPORT AVAILABLE. TAXES, FEES, AND LICENSE STILL APPLIES AT NORMAL SALE PRICE BEFORE REBATE.",240 mi
https://www.truecar.com/used-cars-for-sale/listing/3VWV67AT7DM608541/2013-volkswagen-beetle/?position=11&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Gray,Black,"Daly City, CA (2692 miles away)",Gas,Listed 56 days ago,3VWV67AT7DM608541,VW541,"$7,885","$9,375","Below $8,906","$8,906 - $9,281","$9,281 - $9,656","Above $9,656","The list price of$7,885for this2013 Volkswagen Beetleisanexcellentprice! The average list price for similar models is$9,375.Learn More",Visit All Stars Motors Inc online at www.starsmotors.com to see more pictures of this vehicle or call us at 650-550-4482 today to schedule your test drive.,
https://www.truecar.com/used-cars-for-sale/listing/1FMSK8DH5NGB51069/2022-ford-explorer/?position=12&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Oxford White,Ebony,"Colma, CA (2692 miles away)",Gas,Listed 28 days ago,1FMSK8DH5NGB51069,P10199,"$25,975","$28,837","Below $27,395","$27,395 - $28,548","$28,548 - $29,702","Above $29,702","The list price of$25,975for this2022 Ford Explorerisanexcellentprice! The average list price for similar models is$28,837.Learn More","Recent Arrival! Certified. New Price! ***BACKUP CAMERA BLUETOOTH***, ***LANE-KEEPING SYS./ALERT***, ***POWER LOCKS, WINDOWS, MIRRORS***, ***BLIND SPOT MONITOR***, ***ONE OWNER***, ***8' TOUCHSCREEN W/APPLINK***, **REAR PARK ASSIST***, ***POWER FRONT SEATS***, ***SIRIUSXM***, **2ND RW SPLT BENCH W/E-Z ENTRY**, **3RD ROW - 50/50 FOLD FLAT**, **HEATED FRONT SEATS**, **HEADLAMPS-AUTO LED W/LED SIGNATURE LIGHTING***, 2.3L EcoBoost I-4, 4WD. Priced below KBB Fair Purchase Price! CARFAX One-Owner. 20/2",
https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1ECXLF719463/2020-tesla-model-3/?position=13&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace&zipcode=94014,Pearl White Multi-Coat,Black,"Pleasanton, CA (0 miles away)",Electric,Listed 1 day ago,5YJ3E1ECXLF719463,26797399,"$25,998","$31,900","Below $30,304","$30,304 - $31,580","$31,580 - $32,856","Above $32,856","The list price of$25,998for this2020 Tesla Model 3isanexcellentprice! The average list price for similar models is$31,900.Learn More","CarMax values transparency and wants you to love your next car, not settle on it. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no impact to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can take advantage of express pickup at your local CarMax. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes government fees and taxes, any finance charges, $85 CarMax document processing charge (not required by law), any electronic filing charge, and any emission testing charge. Price assumes that final purchase will be made in the State of CA, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Inventory shown here is updated every 24 hours.",310 mi
https://www.truecar.com/used-cars-for-sale/listing/5YJ3E1EAXMF978695/2021-tesla-model-3/?position=14&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Gray,Unknown,"Daly City, CA (2691 miles away)",Electric,Listed 79 days ago,5YJ3E1EAXMF978695,EZ7750,"$19,998","$21,763","Below $20,674","$20,674 - $21,544","$21,544 - $22,415","Above $22,415","The list price of$19,998for this2021 Tesla Model 3isanexcellentprice! The average list price for similar models is$21,763.Learn More","CLEAN TITLE. LISTED INTERNET PRICE IS AFTER THE IRS $4,000 INSTANT POINT OF SALE EV CREDIT APPLIED AT TIME OF SALE. NOT ALL BUYERS WILL QUALIFY. CONTACT US TO SEE IF YOU ARE ELIGIBLE. WE ARE THE BAY AREA'S LARGEST VOLUME PRE-OWNED TESLA DEALER. CHECK OUR REVIEWS! WE OFFER THE $4,000 IRS INSTANT POINT OF SALE EV REBATE TO ELIGIBLE BUYERS! THIS TESLA COMES METICULOUSLY INSPECTED AND STILL UNDER TESLA WARRANTY. CLEAN CARFAX WITH FREE CARFAX BUYBACK GUARANTEE! THIS MODEL 3 HAS A GREAT BATTERY HEALTH SCORE WITH REPORT AVAILABLE.  TAXES, FEES, AND LICENSE STILL APPLIES AT NORMAL SALE PRICE BEFORE REBATE.",263 mi
https://www.truecar.com/used-cars-for-sale/listing/SADHD2S16N1621242/2022-jaguar-i-pace/?position=15&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Indus Silver Metallic,Black,"San Francisco, CA (2686 miles away)",Electric,Listed 86 days ago,SADHD2S16N1621242,N1621242,"$31,999","$35,204","Below $33,443","$33,443 - $34,852","$34,852 - $36,260","Above $36,260","The list price of$31,999for this2022 Jaguar I‑PACEisanexcellentprice! The average list price for similar models is$35,204.Learn More","Reserve at EVERCARS.COM/cars/SADHD2S16N1621242 .   Priced below KBB Fair Purchase Price!  CARFAX One-Owner.  Silver 2022 Jaguar I-PACE HSE  Buy or reserve this Ever Certified Vehicle at EVERCARS.COM. Brought to you by Ever, the best place to buy and sell EVs. Tested for battery health + inspected by EV experts. Comes with a home charger, money back guarantee (7-days/500-miles), and limited warranty (90-day/5,000-mile) as well as any remaining manufacturer warranties. Nationwide shipping or pick-up available from our retail store in San Francisco, CA. Contact us at +1 (415) 890-2232, sales@evercars.com or 559 6th Street, San Francisco, CA 94103.",222 mi
https://www.truecar.com/used-cars-for-sale/listing/JHMCR5F76EC000481/2014-honda-accord/?position=16&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,White Orchid Pearl,Gray,"Alameda, CA (2678 miles away)",Plug-In Hybrid,Listed 22 days ago,JHMCR5F76EC000481,D5827,"$16,988","$19,601","Below $18,620","$18,620 - $19,404","$19,404 - $20,188","Above $20,188","The list price of$16,988for this2014 Honda Accordisanexcellentprice! The average list price for similar models is$19,601.Learn More","Our 2014 Honda Accord Hybrid Sedan on display in White Orchid Pearl blends stellar efficiency with all the amenities you can imagine thanks to Honda's innovative technology. You'll drive cleaner with this 2.0 Liter i-VTEC 4 Cylinder and two electric motors that together offer 141hp while tethered to a CVT with 3 drive modes. This Front Wheel Drive team is capable of accelerating using pure electric power and will surprise you with its engaging driving dynamics and nearly 47mpg in the city! A blue-accented grille and light lenses, LED daytime running lights, a unique wheel design, and a rear spoiler highlight our sleek Hybrid.   Meanwhile, the luxurious Accord interior offers a smart entry, a pushbutton start, a rearview camera, and a gauge cluster with instant fuel economy and energy flow information. A central display acts as your command center as you enjoy Bluetooth or a six-speaker sound system with a CD player, an auxiliary audio jack, iPod/USB audio interface, and available Pandora functionality. Imagine yourself behind the wheel as you coast right by the gas pumps in this incredible sedan.   Thanks to Honda's numerous airbags, stability/traction control, advanced body structure, blind-spot monitor, and responsive braking, you can have peace of mind knowing your precious cargo will be kept out of harm's way. The efficiency of a hybrid with the sophistication and luxury you desire...This Accord Hybrid is a superb choice! Save this Page and Call for Availability. We Know You Will Enjoy Your Test Drive Towards Ownership! . -WE ARE A CARFAX CERTIFIED DEALER!-. All advertised prices exclude government fees and taxes, any finance charges, any dealer document preparation charge, and any emission testing charge. While we try to make sure that all prices posted here are accurate at all times, we cannot be responsible for typographical and other errors that may appear on the site. We make every effort to provide you the most accurate, up-to-the-minute information; however, it is your responsibility to verify with the Dealer that all details listed are accurate. The dealership is not responsible for typographical, pricing, product information, advertising or shipping errors. Advertised prices and available quantities are subject to change without notice. All rates and offers are dependent on bank approval, which varies based on applicant's credit as well as the vehicle.",
https://www.truecar.com/used-cars-for-sale/listing/WBY33AW02RFS21674/2024-bmw-i4/?position=17&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Brooklyn Grey Metallic,Tacora Red,"San Francisco, CA (2687 miles away)",Electric,Listed 8 days ago,WBY33AW02RFS21674,RFS21674P,"$57,000","$61,977","Below $58,877","$58,877 - $61,356","$61,356 - $63,835","Above $63,835","The list price of$57,000for this2024 BMW i4isanexcellentprice! The average list price for similar models is$61,977.Learn More","Heated Seats, Navigation, Moonroof, Rear Air, Power Liftgate, All Wheel Drive, PREMIUM PACKAGE, PARKING ASSISTANCE PACKAGE, SHADOWLINE PACKAGE, DRIVING ASSISTANCE PROFESSIONAL PACKA... Aluminum Wheels. KEY FEATURES INCLUDE Navigation, Sunroof, All Wheel Drive, Power Liftgate, Rear Air BMW M50 with Brooklyn Grey Metallic exterior and Tacora Red interior features a Electric Motor. OPTION PACKAGES DRIVING ASSISTANCE PROFESSIONAL PACKAGE Active Driving Assistant Pro, Active Cruise Control w/Stop & Go, Active Lane Keeping Assistant w/side collision avoidance, Traffic Jam Assistant, Evasion Aid and cross-traffic alert front, Extended Traffic Jam Assistant, For limited access highways, PREMIUM PACKAGE BMW Curved Display w/HUD, Heated Steering Wheel, harman/kardon® Surround Sound System, PARKING ASSISTANCE PACKAGE Active Park Distance Control, Surround View w/3D View, Rear View Camera, Parking Assistant Plus, SHADOWLINE PACKAGE M Sport Brakes w/Red Calipers, M Sport Package Pro, Extended Shadowline Trim, M Shadowline Lights. PURCHASE WITH CONFIDENCE CARFAX 1-Owner OUR OFFERINGS HERE AT BMW OF SAN FRANCISCO, WE ONLY KEEP THE BEST OF THE BEST OF OUR TRADE IN VEHICLES! COME IN TODAY AND SEE WHY BMW OF SAN FRANCISCO IS THE #1 STOP FOR NEW AND PRE-OWNED VEHICLES IN THE BAY AREA! All pricing is plus government fees and taxes, any finance charges, $85 dealer document processing charge, any electronic filing charge and any emission testing charge. Please confirm the accuracy of the included equipment by calling us prior to purchase.",271 mi
https://www.truecar.com/used-cars-for-sale/listing/W1N0G8DB4NV334881/2022-mercedes-benz-glc/?position=18&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace&zipcode=94014,Manufaktur Diamond White Metallic,Black,"Daly City, CA (0 miles away)",Gas,Listed 1 day ago,W1N0G8DB4NV334881,26544962,"$31,998","$34,083","Below $32,378","$32,378 - $33,741","$33,741 - $35,105","Above $35,105","The list price of$31,998for this2022 Mercedes‑Benz GLCisanexcellentprice! The average list price for similar models is$34,083.Learn More","CarMax values transparency and wants you to love your next car, not settle on it. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no impact to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can take advantage of express pickup at your local CarMax. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes government fees and taxes, any finance charges, $85 CarMax document processing charge (not required by law), any electronic filing charge, and any emission testing charge. Price assumes that final purchase will be made in the State of CA, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Inventory shown here is updated every 24 hours.Prior Use:Fleet",
https://www.truecar.com/used-cars-for-sale/listing/WBY73AW05PFN54742/2023-bmw-i4/?position=19&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Black Sapphire Metallic,Oyster,"Daly City, CA (2692 miles away)",Electric,Listed 6 days ago,WBY73AW05PFN54742,N54742,"$36,800","$41,946","Below $39,848","$39,848 - $41,526","$41,526 - $43,204","Above $43,204","The list price of$36,800for this2023 BMW i4isanexcellentprice! The average list price for similar models is$41,946.Learn More",2023 BMW i4 M Sport eDrive40 Gran Coupe,301 mi
https://www.truecar.com/used-cars-for-sale/listing/5YJYGDEFXMF079011/2021-tesla-model-y/?position=20&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Pearl White Multi-Coat,Black,"San Francisco, CA (2686 miles away)",Electric,Listed 85 days ago,5YJYGDEFXMF079011,MF079011,"$28,199","$30,077","Below $28,573","$28,573 - $29,776","$29,776 - $30,979","Above $30,979","The list price of$28,199for this2021 Tesla Model Yisanexcellentprice! The average list price for similar models is$30,077.Learn More","Reserve at EVERCARS.COM/cars/5YJYGDEFXMF079011 .   Priced below KBB Fair Purchase Price!  CARFAX One-Owner.  White 2021 Tesla Model Y Performance 21"" Turbine Wheels. Buy or reserve this Ever Certified Vehicle at EVERCARS.COM. Brought to you by Ever, the best place to buy and sell EVs. Tested for battery health + inspected by EV experts. Comes with a home charger, money back guarantee (7-days/500-miles), and limited warranty (90-day/5,000-mile) as well as any remaining manufacturer warranties. Nationwide shipping or pick-up available from our retail store in San Francisco, CA. Contact us at +1 (415) 890-2232, sales@evercars.com or 559 6th Street, San Francisco, CA 94103.",303 mi
https://www.truecar.com/used-cars-for-sale/listing/5NMS34AJ0PH520045/2023-hyundai-santa-fe/?position=21&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Twilight Black,Gray,"Colma, CA (2692 miles away)",Gas,Listed 32 days ago,5NMS34AJ0PH520045,23HYN0737U,"$19,199","$21,048","Below $19,995","$19,995 - $20,837","$20,837 - $21,679","Above $21,679","The list price of$19,199for this2023 Hyundai Santa Feisanexcellentprice! The average list price for similar models is$21,048.Learn More","This 2023 Twilight Black Hyundai Santa Fe SEL FWD is well equipped and includes these features and benefits: Premium Package (12.3 LCD Multi-Information Display, 8-Way Power Passenger Seat, Acoustic-Laminated Front Side Windows, Auto-Dimming Rear-View Mirror, Blind-Spot View Monitor, Chrome Front & Rear Bumper Accents, Chrome Interior Accents, H-Tex Leatherette Seat Trim, harman/kardon® Audio System, LED Interior Lights, LED Taillights, Manual Rear Side Sunshades, Option Group 02, Panoramic Sunroof, Power Release 2nd Row Seats, Silver Front Grille, and Surround View Monitor), Gray Artificial Leather, 18 x 7.5J Alloy Wheels, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Automatic temperature control, Axle Ratio: 3.798, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather steering wheel, Low tire pressure warning, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power steering, Power windows, Radio: AM/FM Display Audio, Rear anti-roll bar, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Stain-Resistant Cloth Seat Trim, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, and Variably intermittent wipers. Gray Artificial Leather.25/28 City/Highway MPG",
https://www.truecar.com/used-cars-for-sale/listing/WBA13AG01PCL75523/2023-bmw-5-series/?position=22&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Black Sapphire Metallic,Black,"San Francisco, CA (2687 miles away)",Plug-In Hybrid,Listed 64 days ago,WBA13AG01PCL75523,PCL75523P,"$32,349","$35,412","Below $33,641","$33,641 - $35,057","$35,057 - $36,473","Above $36,473","The list price of$32,349for this2023 BMW 5 Seriesisanexcellentprice! The average list price for similar models is$35,412.Learn More","Navigation, Sunroof, Alloy Wheels, Turbo Charged, Back-Up Camera, Satellite Radio. KEY FEATURES INCLUDE Navigation, Sunroof, Back-Up Camera, Turbocharged, Satellite Radio SHOP WITH CONFIDENCE CARFAX 1-Owner VISIT US TODAY HERE AT BMW OF SAN FRANCISCO, WE ONLY KEEP THE BEST OF THE BEST OF OUR TRADE IN VEHICLES! COME IN TODAY AND SEE WHY BMW OF SAN FRANCISCO IS THE #1 STOP FOR NEW AND PRE-OWNED VEHICLES IN THE BAY AREA! All pricing is plus government fees and taxes, any finance charges, $85 dealer document processing charge, any electronic filing charge and any emission testing charge. Please confirm the accuracy of the included equipment by calling us prior to purchase.",
https://www.truecar.com/used-cars-for-sale/listing/3TMDZ5BN7HM024138/2017-toyota-tacoma/?position=23&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Magnetic Gray Metallic,Unknown,"Colma, CA (2692 miles away)",Gas,Listed 36 days ago,3TMDZ5BN7HM024138,17TOY0717U,"$28,999","$32,720","Below $31,084","$31,084 - $32,392","$32,392 - $33,701","Above $33,701","The list price of$28,999for this2017 Toyota Tacomaisanexcellentprice! The average list price for similar models is$32,720.Learn More","*GET PRE-APPROVED INSTANTLY: **https://www.cadillacsouthsanfrancisco.com/finance/apply-for-financing/ **CALL (650) 436 - 6330 TO SCHEDULE AN APPOINTMENT , OPEN 7 DAYS A WEEK!*Odometer is 40302 miles below market average!Awards:* 2017 KBB.com Best Resale Value Awards * 2017 KBB.com 10 Most Awarded BrandsThis 2017 Toyota Tacoma SR5 4WD is well equipped and includes these features and benefits:  * 4WD,  * 16 Silver Alloy Wheels,  * 6 Speakers, ABS brakes,  * Air Conditioning,  * AM/FM radio: SiriusXM,  * Anti-whiplash front head restraints,  * Auto-dimming Rear-View mirror,  * Axle Ratio: 3.91,  * Brake assist,  * CD player,  * Exterior Parking Camera Rear,  * Fabric Seat Trim (FC),  * Front fog lights, Front reading lights, Front wheel independent suspension  * Radio: Entune Plus AM/FM/CD w/Connected Navigation,  * Rear step bumper,  * Remote keyless entry,  * Speed control, Speed-sensing steering,  * Split folding rear seat,  * Steering wheel mounted audio controls,  * Telescoping steering wheel, Tilt steering wheel,  * Variably intermittent wipers.",
https://www.truecar.com/used-cars-for-sale/listing/5YJYGDEE7MF210340/2021-tesla-model-y/?position=24&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Pearl White Multi-Coat,White/Black,"San Francisco, CA (2686 miles away)",Electric,Listed 85 days ago,5YJYGDEE7MF210340,MF210340,"$26,299","$27,410","Below $26,039","$26,039 - $27,135","$27,135 - $28,232","Above $28,232","The list price of$26,299for this2021 Tesla Model Yisagreatprice! The average list price for similar models is$27,410.Learn More","Reserve at EVERCARS.COM/cars/5YJYGDEE7MF210340 .   Priced below KBB Fair Purchase Price!  CARFAX One-Owner.  White 2021 Tesla Model Y Long Range  Buy or reserve this Ever Certified Vehicle at EVERCARS.COM. Brought to you by Ever, the best place to buy and sell EVs. Tested for battery health + inspected by EV experts. Comes with a home charger, money back guarantee (7-days/500-miles), and limited warranty (90-day/5,000-mile) as well as any remaining manufacturer warranties. Nationwide shipping or pick-up available from our retail store in San Francisco, CA. Contact us at +1 (415) 890-2232, sales@evercars.com or 559 6th Street, San Francisco, CA 94103.",326 mi
https://www.truecar.com/used-cars-for-sale/listing/WBA43FJ06RCR14014/2024-bmw-5-series/?position=25&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Phytonic Blue Metallic,Black,"San Francisco, CA (2687 miles away)",Gas,Listed 57 days ago,WBA43FJ06RCR14014,RCR14014R,"$48,303","$51,628","Below $49,046","$49,046 - $51,112","$51,112 - $53,177","Above $53,177","The list price of$48,303for this2024 BMW 5 Seriesisanexcellentprice! The average list price for similar models is$51,628.Learn More","Phytonic Blue Metallic exterior and Black interior. Heated Seats, NAV, Sunroof, Back-Up Camera, Premium Sound System, Alloy Wheels, CONVENIENCE PACKAGE, Turbo. KEY FEATURES INCLUDE Navigation, Sunroof, Back-Up Camera, Turbocharged, Premium Sound System BMW 530i with Phytonic Blue Metallic exterior and Black interior features a 4 Cylinder Engine with 255 HP at 4700 RPM*. OPTION PACKAGES CONVENIENCE PACKAGE Remote Engine Start, Heated Steering Wheel, Heated Front Seats. BUY WITH CONFIDENCE CARFAX 1-Owner MORE ABOUT US HERE AT BMW OF SAN FRANCISCO, WE ONLY KEEP THE BEST OF THE BEST OF OUR TRADE IN VEHICLES! COME IN TODAY AND SEE WHY BMW OF SAN FRANCISCO IS THE #1 STOP FOR NEW AND PRE-OWNED VEHICLES IN THE BAY AREA! All pricing is plus government fees and taxes, any finance charges, $85 dealer document processing charge, any electronic filing charge and any emission testing charge. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",
https://www.truecar.com/used-cars-for-sale/listing/5FNYF8H01PB017647/2023-honda-passport/?position=26&returnTo=%2Fused-cars-for-sale%2Flistings%2Flocation-san-francisco-ca%2F%3Fpage%3D2&sourceType=marketplace,Platinum White Pearl,Black,"San Francisco, CA (2687 miles away)",Gas,Listed 46 days ago,5FNYF8H01PB017647,51E02072,"$35,991","$39,223","Below $37,261","$37,261 - $38,830","$38,830 - $40,399","Above $40,399","The list price of$35,991for this2023 Honda Passportisanexcellentprice! The average list price for similar models is$39,223.Learn More","Honda Certified Pre-Owned, AWD, Navigation, Honda Sensing, Leather, Sunroof, Heated Seats, Power Lift Gate, CarPlay, Back-up Camera, Apple Car Play/ Android Auto, Keyless Entry, Climate Control, Bluetooth Handsfree and Audio, and much more!  2023 Honda Passport Elite, Odometer is only 19,463 miles, priced below market average! Priced below KBB Fair Purchase Price! This vehicle grew up in California!    All necessary services have been done for the appropriate mileage, brakes checked, four wheel alignment , cabin air filter replaced/ cleaned, emission system checked, tires rotated and above all else our Comprehensive 185 Point Inspection! We have also reconditioned this vehicle inside and out, so as to provide you with as near a new vehicle as can be expected from a vehicle of this year and mileage.     Whether you have good credit, bad credit, or no credit get pre-approved today at: https://www.sfhonda.com/get-pre-approved/        Buy with confidence as all of our Pre-Owned Vehicles come equipped with a 90-Day/3000 Mile warranty as well as CarDoc, our exclusive maintenance and membership program. The included CarDoc Program comes with 4 Complimentary Oil Changes and 4 Complimentary Tire Rotation for the first TWO years of ownership. Advertised price is plus any dealer installed accessories.    For more information or to schedule a test drive call San Francisco Honda at 415-221-4000 or visit us online at Sfhonda.com   All used vehicles have the following dealer installed accessories in addition to the advertised sales price.     *Elo Security GPS ($1,695)     *Victory Paint & Fabric Protection ($1295)     *5YR/75,000 Mile CarDoc Maintenance W/ Brakes    *These Pre-Installed Items are Optional",
